Customer_ID,Peak_mins,OffPeak_mins,Weekend_mins,International_mins,Total_mins,Average_mins
K142590,1080.599999,594.3,99.599999,309.385892,1774.499998,4.317518
K142630,1104,411,69,294.086831,1584,3.45098
K142680,1119,647.1,22,456.452084,1788.1,4.68089
K142830,1061.400001,72,84,271.657112,1217.400001,7.161176
K142920,1467.6,112.500001,70.8,387.428583,1650.900001,7.055128
K142940,1042.800001,200.699999,91.500001,426.796263,1335.000001,3.104651
K142950,1557,330.600001,23,298.57563,1910.600001,2.733333
K142960,1866.600001,309.3,76.799999,503.76895,2252.7,3.177292
K143110,970.8,290.400001,56.4,418.247425,1317.600001,4.527835
K143190,1348.2,206.7,43,404.085781,1597.9,4.29543
K143240,1745.4,255.6,46.5,610.555164,2047.5,3.952703
K143260,646.2,377.699999,38.4,207.477166,1062.299999,11.673626
K143290,1225.799999,217.200001,32.4,371.889244,1475.4,4.430631
K143300,1459.8,224.399999,119.5,277.94661,1803.699999,3.109828
K143310,1032,421.8,24.6,332.697858,1478.4,4.386944
K143590,597,399,99.600001,348.108355,1095.600001,3.3
K143810,1071,252.600001,14.399999,260.21874,1338,10.21374
K143860,1588.2,124.2,39,412.300845,1751.4,9.315957
K143930,1642.8,497.7,18.600001,367.200239,2159.100001,2.937551
K143940,1245,58.500002,29,343.988491,1332.500002,3.42545
K143950,1056.6,229.2,79.2,422.405569,1365,11.280992
K143960,1110,556.199999,134,335.749969,1800.199999,5.158166
K144020,1041,102.900001,121.499999,378.738727,1265.4,8.911268
K144070,751.8,304.8,84,373.181609,1140.6,4.240149
K144100,1083,517.8,85.5,403.25919,1686.3,4.38
K144110,2352,896.1,132.6,728.714942,3380.7,5.008444
K144200,700.200001,525.6,33.6,325.574136,1259.400001,3.271169
K144290,1353.599999,443.699999,63,428.43844,1860.299998,4.134
K144300,1204.799999,55.799999,22.2,392.240362,1282.799998,8.667568
K144350,995.400001,218.400001,51,306.920298,1264.800002,2.679661
K144450,1210.799999,348,89.399999,422.383255,1648.199998,3.377459
K144530,1398.6,497.4,63,406.147386,1959,4.363029
K144640,974.400001,618,34.799999,207.287901,1627.2,3.545098
K144770,1114.8,116.400001,106,381.415186,1337.200001,3.393909
K144820,1669.8,238.2,63,499.966333,1971,3.199675
K144930,2388,667.2,11.400001,551.095721,3066.600001,11.151273
K145190,1255.2,120.9,105.500001,391.103213,1481.600001,3.57012
K145250,1342.199999,66.600001,118.500001,265.901779,1527.300001,4.833228
K145460,1249.2,100.2,28.2,273.747349,1377.6,9.123179
K145680,1523.4,146.4,130,225.179055,1799.8,3.821231
K145690,922.8,413.1,60.6,241.779424,1396.5,3.508794
K145770,1199.400001,385.800001,44,207.214729,1629.200002,2.724415
K145880,1069.200001,579.3,135,221.092059,1783.500001,6.324468
K146210,1717.8,295.8,13,341.848552,2026.6,13.421192
K146230,1105.2,230.4,11,313.954923,1346.6,9.618571
K146290,757.8,649.500002,93,181.391751,1500.300002,2.315278
K146390,936.6,176.4,6,205.861235,1119,4.175373
K146460,1003.800001,371.7,33,199.868843,1408.500001,3.151007
K146750,916.800001,661.800001,21,203.240739,1599.600002,2.679397
K146770,933.6,368.7,31.8,348.808152,1334.1,4.208517
K146810,1731,600,109.500001,505.457157,2440.500001,5.966993
K146910,1528.199999,378.3,20.500001,431.301731,1927,6.532203
K147000,699,254.4,63.6,190.875629,1017,9.245455
K147160,1405.800001,333.9,82.199999,439.925319,1821.9,7.853017
K147690,1446.6,250.200001,53.4,496.027019,1750.200001,6.863529
K147820,963,172.500001,103.2,383.284409,1238.700001,4.782625
K147840,733.8,295.500001,36,186.937767,1065.300001,14.017105
K147890,1008.6,521.699999,48,487.808713,1578.299999,6.23834
K147950,2466.6,493.500002,58,655.693474,3018.100002,5.332332
K147960,1629,60,17.4,519.220644,1706.4,11.687671
K148330,1758.599999,378.299999,91.2,621.056271,2228.099998,4.260229
K148450,1386.6,396,40,522.418779,1822.6,4.952717
K148460,940.8,358.8,44,253.540482,1343.6,4.747703
K148570,596.4,444,67.2,245.717038,1107.6,4.57686
K148610,1723.800001,139.199999,24,471.17066,1887,4.914063
K148650,1377.6,345.6,45,416.950271,1768.2,4.592727
K148690,1035.599999,576,88.800001,400.637321,1700.4,4.684298
K148760,1020.6,70.500001,4.2,305.412106,1095.300001,13.522222
K148780,1157.399999,99.900001,41,248.927936,1298.3,4.636786
K149160,1589.399999,130.199999,33,570.803533,1752.599998,11.530263
K149220,1164,261,106.200001,405.5229,1531.200001,8.232258
K149390,628.2,389.4,28.5,211.782335,1046.1,6.705769
K149410,2630.4,618.6,29.4,631.716574,3278.4,14.767568
K149610,1027.199999,322.199999,49.800001,228.465629,1399.199999,10.13913
K149670,1392,101.1,11.5,246.296687,1504.6,4.250282
K149710,782.400002,204.3,33,199.947339,1019.700002,19.239623
K149780,1754.400001,22.2,20,261.020479,1796.600001,2.888424
K149850,1492.200001,67.500002,46,522.005635,1605.700003,3.74289
K149980,829.2,129,80.500001,296.555216,1038.700001,2.79973
K150050,1710.6,497.7,49.2,535.604072,2257.5,3.489181
K150190,811.2,475.2,123,374.21641,1409.4,2.841532
K150210,994.200001,833.7,58.200001,362.958332,1886.100002,11.094706
K150260,964.199999,207.3,21,369.32526,1192.499999,12.293814
K150290,766.2,382.8,40,257.416592,1189,10.25
K150650,1307.4,192.6,14,229.812467,1514,10.161074
K150710,1245.6,60.9,75,407.727377,1381.5,4.290373
K150750,1393.800001,189.9,19.199999,259.498132,1602.9,19.788889
K150840,579,466.2,63,238.361248,1108.2,4.881938
K150930,1146.599999,238.2,97.2,454.40417,1481.999999,9.092025
K150950,937.199999,244.5,89.500001,313.696713,1271.2,3.852121
K151040,1305,296.4,34,320.890666,1635.4,3.225641
K151250,1399.8,386.4,123,336.255061,1909.2,5.318106
K151290,1315.800001,351,7,269.15632,1673.800001,5.811806
K151490,1030.2,58.8,126,240.555316,1215,11.462264
K151500,919.8,578.1,89,408.064358,1586.9,3.870488
K151540,1368,161.700001,6,503.826956,1535.700001,3.212762
K151550,1836.6,456.899998,24.6,194.867691,2318.099998,13.716568
K151560,1143.6,249.9,147,493.238321,1540.5,9.688679
K151670,1162.8,123.300001,36,426.040015,1322.100001,3.544504
K151820,1950,143.099999,93.6,250.395987,2186.699999,4.435497
K152050,968.399999,72.3,125.399999,183.768847,1166.099998,3.036719
K152060,1614.600001,238.200001,67.799999,550.199412,1920.600001,4.33544
K152150,1059.6,111.6,51,377.98158,1222.2,23.060377
K152200,814.8,157.8,35,308.072462,1007.6,4.112653
K152410,742.2,383.4,27.6,273.068685,1153.2,3.125203
K152460,1329.600001,710.700001,61.8,434.163697,2102.100002,2.664259
K152470,1751.4,257.4,30,376.780097,2038.8,5.961404
K152630,1096.200001,48.6,5.4,227.656197,1150.200001,3.55
K152640,1434.600001,431.399999,31.800001,217.180439,1897.800001,2.951477
K152680,1060.8,620.7,46.8,491.681755,1728.3,2.949317
K153010,671.4,285,103,284.902885,1059.4,4.043511
K153070,1333.8,516,69,561.452907,1918.8,4.702941
K153160,1575,406.200001,25.8,248.757872,2007.000001,3.306425
K153210,1500,838.8,85.2,265.825989,2424,6.659341
K153250,1573.799999,313.500001,52.200001,536.255553,1939.500001,6.276699
K153270,792.6,324,59,264.508122,1175.6,4.469962
K153310,1446.600001,473.7,43.799999,498.136449,1964.1,4.959848
K153330,2551.2,174.900001,59.5,699.332076,2785.600001,3.147571
K153370,1450.8,423.6,23.4,476.141786,1897.8,3.205743
K153410,841.200001,172.799999,57,295.86428,1071,5.149038
K153500,1185.600001,21,21.600001,250.256387,1228.200002,5.483036
K153700,1600.8,186.6,25.8,597.935999,1813.2,3.175482
K153770,1975.2,406.2,31.8,419.796472,2413.2,4.371739
K153900,697.799999,485.099999,24.6,324.159966,1207.499998,5.204741
K153920,1497,331.8,81.5,294.892906,1910.3,8.490222
K153950,808.8,195.600001,91.8,337.027555,1096.200001,9.875676
K154020,1724.4,587.099999,59.4,362.127533,2370.899999,37.045312
K154050,905.4,482.100001,91.8,238.505127,1479.300001,4.469184
K154220,1042.8,452.4,42.6,274.280696,1537.8,11.476119
K154240,850.2,572.700001,36,325.429165,1458.900001,5.954694
K154380,800.399999,330.9,111,315.748944,1242.299999,5.33176
K154430,954,288.6,58.2,252.813652,1300.8,14.13913
K154530,1425.6,404.4,34.500001,192.357542,1864.500001,6.496516
K154650,2061,363,40.2,406.853988,2464.2,32.856
K154670,1297.2,28.8,82.2,408.530565,1408.2,50.292857
K154780,1150.799999,62.700001,64.200001,191.602361,1277.700001,20.280952
K154880,606.6,570.600001,28.800001,287.817701,1206.000002,3.699387
K154990,1095,275.400001,69,266.587933,1439.400001,12.516522
K155180,1096.799999,50.4,19.200001,180.491741,1166.4,26.509091
K155480,1110,439.2,79.2,210.950531,1628.4,10.856
K155530,957.6,106.2,34.2,245.665986,1098,26.142857
K155640,246.6,391.499999,87,206.903447,725.099999,3.420283
K155680,219,328.8,172.2,193.425704,720,2.368421
K155820,197.399999,417.600001,55.2,187.073485,670.2,5.930973
K155880,74.400001,468.900001,90.599999,181.173677,633.900001,1.853509
K155960,334.2,313.2,33.5,193.790618,680.9,4.569799
K155980,133.8,542.100001,73.8,186.779563,749.700001,2.264955
K156000,219.600001,339.299999,42.600001,184.204717,601.500001,3.538235
K156080,65.4,576,61.200001,199.817851,702.600001,1.868617
K156220,122.400001,493.8,12,196.525354,628.200001,2.22766
K156310,279.6,417.3,22,215.465961,718.9,9.336364
K156380,253.200001,385.799999,9.599999,188.837078,648.599999,2.324731
K156410,144.6,593.7,6,221.602054,744.3,39.173684
K156430,327.6,300.6,77.4,210.676948,705.6,3.002553
K156460,150.6,518.7,41,197.636926,710.3,6.457273
K156540,229.2,406.2,66,201.214486,701.4,8.062069
K156660,149.4,394.200001,11,180.258615,554.600001,5.491089
K156840,94.200002,553.500001,58.799998,209.202225,706.500001,9.057692
K156890,193.2,492.9,39,181.12559,725.1,1.898168
K157010,114,479.1,61.5,210.355212,654.6,6.061111
K157020,90,513.3,18.499999,183.914993,621.799999,20.058064
K157180,194.400001,491.400001,78.599999,230.357879,764.400001,6.1152
K157270,333,801,52.8,299.622242,1186.8,2.608352
K157320,391.8,477.3,3.6,226.484959,872.7,2.628614
K157370,582.6,490.2,99.6,249.784852,1172.4,3.721905
K157430,321.599999,557.400001,63.6,192.993229,942.6,3.452747
K157550,292.799999,891.900001,12,330.55215,1196.7,3.03731
K157790,810,1058.4,22.2,579.039308,1890.6,3.259655
K157810,375,605.1,69,331.252345,1049.1,2.265875
K157840,501,524.400001,69,312.898781,1094.400001,1.873973
K157880,433.2,405.9,63,289.67961,902.1,2.418499
K157910,361.2,388.2,30.6,205.475177,780,2.03125
K158080,309.6,572.4,10,223.310288,892,1.66729
K158140,366,555.600001,48.5,277.877828,970.100001,4.07605
K158470,525.6,654.9,57.6,229.729574,1238.1,3.182776
K158580,287.4,611.4,34.2,233.273865,933,5.271186
K158680,521.4,613.500001,79.8,351.305832,1214.700001,1.687083
K158770,510,503.4,10.2,197.361517,1023.6,2.1325
K158870,119.4,641.7,60,196.191007,821.1,6.9
K158890,219.600001,686.700001,26.399999,194.967607,932.700001,3.629183
K159140,448.800001,487.800001,55,228.131853,991.600002,2.637234
K159150,370.8,348.3,42,188.408658,761.1,2.002895
K159210,85.2,894,94,329.837295,1073.2,2.17247
K159220,472.8,518.700001,78,303.775926,1069.500001,2.237448
K159240,229.8,612,30.6,216.101094,872.4,4.038889
K159460,390,513,189.500002,322.620426,1092.500002,3.086158
K159480,355.8,643.499999,50.4,329.803851,1049.699999,2.402059
K159490,494.4,624,43,360.61741,1161.4,1.741229
K159590,778.800001,716.1,82.2,516.170435,1577.100001,1.855412
K159630,597,615,35,275.612336,1247,1.988836
K159660,503.4,571.199999,8.4,188.364064,1082.999999,2.428251
K159710,331.800001,383.100001,38.4,248.391749,753.300002,2.146154
K159870,304.199999,621,18,201.114293,943.199999,4.578641
K159920,265.2,621,70.2,249.420841,956.4,3.379505
K160080,305.4,447.6,50,238.407464,803,2.952206
K160090,382.8,416.400001,26,215.678726,825.200001,2.224259
K160290,462.599998,460.500001,81.599998,206.416225,1004.699997,2.046232
K160350,615.6,699.9,115.800001,416.514566,1431.300001,2.700566
K160370,511.800001,482.4,31.800001,242.968905,1026.000002,3.166667
K160470,471.599999,445.5,124,264.107438,1041.099999,2.293172
K160800,456.6,549.6,90,201.478862,1096.2,2.015074
K160970,403.2,474.9,156.6,266.058136,1034.7,1.871067
K161010,746.4,883.2,39.6,484.367003,1669.2,4.204534
K161050,491.4,684.9,12.6,352.740148,1188.9,2.758469
K161150,321,736.5,36.5,247.11831,1094,2.503432
K161250,580.8,559.500001,43,183.690647,1183.300001,1.887241
K161390,294.600001,682.8,17,195.887921,994.400001,2.849284
K161570,523.8,793.2,29.4,427.457243,1346.4,2.51194
K161590,490.200001,448.500001,128.4,288.145333,1067.100002,3.894526
K161690,683.399999,585.600001,110.399999,352.886431,1379.399999,5.920172
K161740,84.6,614.100001,71.500001,252.296618,770.200002,2.863197
K161800,604.800001,577.500001,117,203.55634,1299.300002,10.563415
K161820,327,549.3,117,305.271131,993.3,4.707583
K161860,309.6,577.200002,65,220.72947,951.800002,2.636565
K161940,483.600001,547.500001,79.8,247.422488,1110.900002,2.565589
K162190,498,797.1,91.2,346.219537,1386.3,27.182353
K162370,294.600001,735,116.399999,188.334032,1146,1.982699
K162400,522,515.099999,45.5,290.858551,1082.599999,2.353478
K162430,313.8,592.2,136.500001,300.432912,1042.500001,5.458115
K162480,471,640.200001,81,235.969151,1192.200001,4.12526
K162520,553.799999,719.1,52.799999,315.637327,1325.699998,5.617373
K162660,482.399999,476.7,127,229.473137,1086.099999,6.351462
K162800,465.6,689.1,50.4,190.716174,1205.1,2.720316
K162880,262.199999,719.1,3.6,185.783699,984.899999,3.492553
K162910,267.600001,591,46.2,242.032825,904.800001,14.593548
K163050,297,398.399999,78,184.264256,773.399999,2.676125
K163060,252,839.700001,58.5,366.499853,1150.200001,2.527912
K163140,465,534.9,47.4,184.380166,1047.3,3.822263
K163210,612,570,93,203.730161,1275,2.433206
K163280,171.6,854.1,99,356.290008,1124.7,3.724172
K163310,314.4,519.899999,41.4,199.112645,875.699999,8.757
K163460,363,678.9,68.4,193.470122,1110.3,4.405952
K163490,606.6,510.300001,132,311.514544,1248.900001,4.840698
K163530,386.4,455.4,72,199.80587,913.8,6.527143
K163580,415.2,647.7,13.2,350.323167,1076.1,2.831842
K163630,141.6,664.2,51,264.321244,856.8,2.837086
K163670,345.6,362.1,130.8,183.273679,838.5,2.785714
K163710,562.2,544.500001,40.8,336.759224,1147.500001,21.650943
K163740,395.4,546.9,22,274.546347,964.3,5.357222
K163820,245.399998,586.8,78.600002,246.105293,910.8,7.718644
K163890,689.4,800.7,22.2,273.951392,1512.3,36.885366
K163920,374.4,651.9,14.4,258.272856,1040.7,3.798175
K163940,315,684.600001,61.199999,229.020493,1060.8,2.316157
K164100,636.600001,578.1,115.2,273.992466,1329.900001,3.085615
K164170,314.399999,630,84.600001,229.979474,1029,2.497573
K164180,566.4,639,129,207.792275,1334.4,3.067586
K164300,208.800001,608.100001,21,188.28163,837.900002,6.65
K164390,512.400001,615.3,100.799999,217.18456,1228.5,3.125954
K164430,36,785.7,78.500001,230.412683,900.200001,10.114607
K164450,373.799999,371.400001,33.599999,187.57441,778.799999,8.558242
K164470,624,603.299999,27,209.921538,1254.299999,2.726739
K164490,79.799999,626.4,103.799999,210.343445,809.999998,8.901099
K164700,393.599999,959.700001,69.500001,277.441718,1422.800001,3.774005
K164900,517.200001,594,70.799999,358.942814,1182,8.691176
K164910,267.6,622.500001,91.2,301.98806,981.300001,2.240411
K164930,568.8,789.600001,33,335.946556,1391.400001,3.243357
K165020,486,430.5,64.8,215.632343,981.3,2.6168
K165110,360,531.3,27.5,198.067816,918.8,4.861376
K165140,680.4,666.900001,89,413.109722,1436.300001,7.403608
K165270,127.2,677.699999,29,214.089174,833.899999,3.417623
K165490,276,841.2,28,280.72376,1145.2,3.078495
K165520,249.6,646.800001,139.800001,330.947121,1036.200002,7.85
K165540,196.2,522.9,63,234.872743,782.1,3.103571
K165550,394.2,604.8,41.500001,316.936993,1040.500001,2.575495
K165570,447.6,417.6,41.4,273.055736,906.6,6.973846
K165610,729,154.5,34.5,246.053563,918,2.233577
K165800,484.799999,360.6,16.500001,187.624615,861.9,2.992708
K166130,481.800001,298.199999,108,181.733812,888,1.842324
K166200,582,258.899998,41.399999,282.681723,882.299997,2.444044
K166210,509.399999,399.3,67.2,203.575534,975.899999,2.323571
K166220,551.4,160.5,13.8,221.11448,725.7,2.128152
K166290,680.400001,124.2,35.400001,270.939799,840.000002,1.985816
K166330,507.599999,360.599999,68.400001,260.499851,936.599999,2.464737
K166390,640.2,19.2,75.6,214.554634,735,1.846734
K166540,574.199999,282.9,142.199999,318.427124,999.299998,2.094969
K166610,540,113.099999,4.5,200.822175,657.599999,2.192
K166770,537.599998,178.200001,102.599998,198.27424,818.399997,2.170822
K167060,454.200001,362.700001,58,262.371475,874.900002,3.016897
K167070,736.2,97.2,101,238.244435,934.4,2.595556
K167140,547.199999,258.3,71.4,259.509099,876.899999,3.296617
K167200,796.8,15,108,197.931379,919.8,2.021538
K167250,717.599999,42,41.400001,225.011424,801,2.038168
K167430,553.199999,123.6,42,215.986377,718.799999,2.428378
K167440,339.599999,198.900001,43,180.50458,581.5,2.202652
K167530,447.6,215.4,16.799999,220.568513,679.799999,2.697619
K167590,556.2,329.1,8,230.427889,893.3,1.797384
K167660,581.400001,220.2,118.2,249.278484,919.800001,1.825
K167690,759.599999,56.099999,45.5,263.848848,861.199998,2.115971
K168060,615.6,186.3,27,201.803338,828.9,2.14186
K168150,600,165,157.800001,209.208647,922.800001,5.365116
K168190,513,181.800001,15,218.199976,709.800001,4.010169
K168290,583.2,266.7,95.500001,213.266145,945.400001,5.496512
K168450,543,203.1,111.499999,205.447899,857.599999,2.68
K168500,639.6,247.8,13.2,228.029647,900.6,2.905161
K168670,510.6,339,55.8,196.756234,905.4,2.968525
K168690,357,183,112.799999,209.605849,652.799999,4.440816
K168750,593.4,300.6,53.4,310.218184,947.4,3.914876
K168770,556.799999,320.7,40,212.46109,917.499999,4.854497
K168830,488.400001,192,145.800001,248.149465,826.200002,5.471523
K168890,510,168,202.200001,193.265777,880.200001,2.848544
K169010,532.2,141.599999,16,184.020235,689.799999,3.381373
K169110,555.6,340.5,31.5,205.308048,927.6,2.447493
K169130,679.200001,107.7,57.5,241.497592,844.400001,6.301493
K169160,589.8,223.499999,109.499999,259.700879,922.799998,3.096644
K169260,578.4,294.3,50.499999,212.646485,923.199999,5.663804
K169390,732.600001,45,100.2,209.588437,877.800001,3.337643
K169440,666,29.100001,25.2,185.744281,720.300001,3.289041
K169490,372,242.699999,33.6,197.505257,648.299999,3.307653
K169650,720.6,120.3,86.4,237.442513,927.3,10.19011
K169680,597,100.8,112.8,197.829495,810.6,9.317241
K169730,366,300,27,197.883268,693,2.772
K169740,639,167.4,94,220.869461,900.4,2.923377
K169750,769.2,107.700001,20.4,212.934244,897.300001,11.358228
K169830,498,286.799999,32,229.951643,816.799999,4.043564
K169950,804.599999,39.599999,42,180.321023,886.199998,11.0775
K169980,465.600001,224.699999,34.200001,219.821974,724.500001,2.775862
K170070,664.200001,197.4,12.6,204.221154,874.200001,16.49434
K170090,493.8,285.899999,33,247.819307,812.699999,2.251247
K170150,656.4,219.6,87.6,210.99588,963.6,3.078594
K170710,580.2,301.5,75,192.055036,956.7,3.453791
K170720,670.8,175.2,22.8,216.592025,868.8,4.936364
K170740,414,307.5,42,239.190536,763.5,3.141975
K170770,484.8,359.7,37.2,246.358287,881.7,2.314173
K170780,567.6,275.4,27.6,261.608294,870.6,3.012457
K170790,577.799999,110.700001,67.5,182.410408,756,3.896907
K170890,512.4,213.3,34,210.441327,759.7,4.41686
K171570,1208.399999,538.500001,34.200001,409.587906,1781.100001,1.815596
K171640,1616.399999,100.8,9.6,534.018974,1726.799999,2.153117
K171690,1170.6,414.6,45,528.000849,1630.2,2.261026
K171750,1108.799999,249.599999,47,389.162842,1405.399998,2.816433
K171790,966.599999,449.700001,52,332.480082,1468.3,2.650361
K171820,878.4,356.4,75,417.024619,1309.8,1.923348
K171910,1487.4,242.4,22.2,513.087298,1752,2.025434
K171930,1160.400001,218.400001,51,432.983689,1429.800002,1.861719
K171980,943.799999,165.9,28,337.286193,1137.699999,2.038889
